entity_id,score,label_value,race,sex,age_cat
9840,0.1,0,Caucasian,Female,25 - 45
927,0.1,0,Caucasian,Male,25 - 45
932,0.1,0,Hispanic,Male,25 - 45
935,0.1,0,Caucasian,Male,Greater than 45
9842,0.1,0,Hispanic,Female,Greater than 45
4611,0.1,0,African-American,Male,25 - 45
6466,0.1,0,Caucasian,Male,Greater than 45
4774,0.1,0,Caucasian,Male,Greater than 45
6468,0.1,0,African-American,Female,Greater than 45
1225,0.1,1,African-American,Male,Less than 25
10064,0.1,0,African-American,Male,Greater than 45
9844,0.1,1,Caucasian,Male,Greater than 45
10083,0.1,0,Caucasian,Male,25 - 45
4609,0.1,0,Caucasian,Male,Greater than 45
9845,0.1,0,African-American,Male,Greater than 45
6446,0.1,1,Caucasian,Male,25 - 45
4827,0.1,0,African-American,Female,Greater than 45
6436,0.1,0,Hispanic,Male,25 - 45
9824,0.1,0,Hispanic,Male,Greater than 45
918,0.1,0,African-American,Female,25 - 45
4818,0.1,1,Caucasian,Male,25 - 45
4596,0.1,1,African-American,Male,Greater than 45
923,0.1,0,African-American,Male,25 - 45
9833,0.1,0,Caucasian,Male,Greater than 45
4804,0.1,0,Hispanic,Male,Greater than 45
6655,0.1,0,African-American,Female,25 - 45
4801,0.1,0,Other,Male,25 - 45
4604,0.1,0,Hispanic,Male,Greater than 45
924,0.1,0,Caucasian,Female,Greater than 45
4605,0.1,1,Other,Male,25 - 45
951,0.1,0,African-American,Male,25 - 45
953,0.1,0,African-American,Male,25 - 45
4726,0.1,0,Other,Female,Greater than 45
6501,0.1,0,African-American,Female,Greater than 45
4753,0.1,0,Hispanic,Male,25 - 45
1008,0.1,0,Caucasian,Male,Greater than 45
4629,0.1,1,Caucasian,Male,Greater than 45
1215,0.1,0,Hispanic,Male,Greater than 45
1009,0.1,0,Hispanic,Male,Greater than 45
4637,0.1,1,African-American,Male,25 - 45
1020,0.1,0,Other,Male,Greater than 45
4627,0.1,1,Caucasian,Male,Greater than 45
1022,0.1,0,African-American,Female,25 - 45
4749,0.1,0,Caucasian,Male,Greater than 45
6627,0.1,0,Hispanic,Male,25 - 45
9864,0.1,1,African-American,Male,25 - 45
1038,0.1,1,Caucasian,Male,Greater than 45
6615,0.1,0,Other,Female,Greater than 45
10029,0.1,0,Caucasian,Male,Greater than 45
6495,0.1,0,Asian,Male,25 - 45
6645,0.1,0,African-American,Female,25 - 45
6487,0.1,0,African-American,Female,25 - 45
4765,0.1,0,Caucasian,Male,Greater than 45
965,0.1,0,African-American,Male,25 - 45
6475,0.1,0,African-American,Male,25 - 45
9851,0.1,1,African-American,Male,Greater than 45
6484,0.1,0,Caucasian,Female,Greater than 45
10047,0.1,0,Caucasian,Male,Greater than 45
6488,0.1,0,Caucasian,Female,Greater than 45
6637,0.1,0,Caucasian,Female,25 - 45
10043,0.1,0,Caucasian,Female,Greater than 45
10040,0.1,1,African-American,Female,Greater than 45
4754,0.1,0,African-American,Male,Greater than 45
6491,0.1,1,Caucasian,Female,25 - 45
6639,0.1,0,African-American,Male,Greater than 45
999,0.1,1,Caucasian,Male,25 - 45
4925,0.1,0,Caucasian,Male,Greater than 45
8121,0.1,0,African-American,Male,25 - 45
6341,0.1,0,Other,Male,25 - 45
259,0.1,0,Hispanic,Male,Greater than 45
263,0.1,0,Caucasian,Male,Greater than 45
5369,0.1,0,African-American,Male,Greater than 45
266,0.1,0,Hispanic,Male,Greater than 45
10735,0.1,0,African-American,Male,Greater than 45
5886,0.1,0,Caucasian,Male,Greater than 45
5367,0.1,1,African-American,Male,25 - 45
10729,0.1,1,African-American,Male,25 - 45
5889,0.1,1,African-American,Female,Greater than 45
268,0.1,1,Caucasian,Male,Greater than 45
269,0.1,0,Caucasian,Male,Greater than 45
5891,0.1,0,Caucasian,Male,25 - 45
5365,0.1,0,Caucasian,Male,Greater than 45
10709,0.1,0,Caucasian,Male,Greater than 45
279,0.1,0,Hispanic,Male,Greater than 45
281,0.1,0,African-American,Male,Greater than 45
5899,0.1,0,African-American,Male,25 - 45
5355,0.1,0,Hispanic,Male,Greater than 45
5348,0.1,1,African-American,Female,25 - 45
5344,0.1,0,Caucasian,Male,25 - 45
5912,0.1,0,Hispanic,Male,25 - 45
299,0.1,0,Caucasian,Male,Greater than 45
10748,0.1,0,Caucasian,Male,25 - 45
5381,0.1,0,African-American,Male,25 - 45
10686,0.1,0,Caucasian,Male,25 - 45
249,0.1,1,Caucasian,Male,Greater than 45
5838,0.1,1,Caucasian,Male,25 - 45
10803,0.1,0,Caucasian,Male,25 - 45
222,0.1,0,Caucasian,Female,25 - 45
5417,0.1,0,Caucasian,Male,25 - 45
234,0.1,1,African-American,Female,Greater than 45
236,0.1,0,Hispanic,Male,Greater than 45
5410,0.1,0,Other,Female,25 - 45
5852,0.1,0,African-American,Female,Greater than 45
5399,0.1,0,Caucasian,Male,Greater than 45
10783,0.1,0,Caucasian,Male,Greater than 45
10781,0.1,0,African-American,Male,Greater than 45
10778,0.1,1,Caucasian,Male,25 - 45
10774,0.1,1,African-American,Male,Greater than 45
5863,0.1,1,African-American,Male,Greater than 45
10770,0.1,0,Caucasian,Male,Greater than 45
10769,0.1,0,Caucasian,Male,Greater than 45
5387,0.1,1,African-American,Male,25 - 45
242,0.1,0,African-American,Male,Greater than 45
5386,0.1,0,Caucasian,Female,25 - 45
10763,0.1,0,African-American,Male,Greater than 45
5382,0.1,0,Other,Male,25 - 45
5341,0.1,1,Caucasian,Male,25 - 45
5926,0.1,0,African-American,Male,Greater than 45
4931,0.1,1,Caucasian,Male,Greater than 45
5322,0.1,0,Caucasian,Male,Greater than 45
5960,0.1,0,Caucasian,Male,Greater than 45
5315,0.1,0,Hispanic,Male,25 - 45
10626,0.1,0,Caucasian,Male,Greater than 45
5970,0.1,0,Caucasian,Male,25 - 45
5973,0.1,1,Caucasian,Male,Greater than 45
361,0.1,0,Caucasian,Male,Greater than 45
5313,0.1,1,Caucasian,Male,25 - 45
5975,0.1,0,Caucasian,Male,Greater than 45
10617,0.1,1,Caucasian,Male,Greater than 45
369,0.1,0,Other,Female,25 - 45
5976,0.1,1,Caucasian,Male,25 - 45
5981,0.1,1,Caucasian,Female,25 - 45
5985,0.1,0,Caucasian,Male,Greater than 45
5989,0.1,0,Caucasian,Female,25 - 45
10595,0.1,0,Caucasian,Male,25 - 45
5290,0.1,0,Caucasian,Male,Greater than 45
389,0.1,0,Other,Male,25 - 45
6004,0.1,0,Other,Male,25 - 45
5276,0.1,0,Caucasian,Male,Greater than 45
393,0.1,0,African-American,Female,25 - 45
399,0.1,0,African-American,Female,Greater than 45
10629,0.1,1,Caucasian,Female,25 - 45
5323,0.1,0,African-American,Male,25 - 45
5928,0.1,0,Caucasian,Male,Greater than 45
5954,0.1,0,Hispanic,Male,Greater than 45
315,0.1,0,African-American,Male,25 - 45
5331,0.1,0,African-American,Male,25 - 45
319,0.1,1,Caucasian,Male,Greater than 45
5330,0.1,1,African-American,Male,25 - 45
10670,0.1,0,African-American,Female,Greater than 45
10669,0.1,1,Caucasian,Male,Greater than 45
325,0.1,0,Caucasian,Male,Greater than 45
326,0.1,1,Caucasian,Female,Greater than 45
5327,0.1,1,Caucasian,Male,25 - 45
329,0.1,1,Other,Male,25 - 45
330,0.1,0,African-American,Male,Greater than 45
5939,0.1,0,Caucasian,Male,Greater than 45
5943,0.1,0,Other,Male,25 - 45
10655,0.1,0,Other,Female,25 - 45
335,0.1,0,African-American,Male,25 - 45
5947,0.1,0,Caucasian,Male,25 - 45
5948,0.1,0,Caucasian,Male,Greater than 45
344,0.1,0,African-American,Male,25 - 45
345,0.1,0,Caucasian,Male,Greater than 45
5324,0.1,1,Caucasian,Male,Greater than 45
349,0.1,0,Caucasian,Male,25 - 45
5833,0.1,0,Caucasian,Male,Greater than 45
5832,0.1,0,Caucasian,Male,Greater than 45
5423,0.1,0,Caucasian,Male,Greater than 45
5672,0.1,0,Other,Male,25 - 45
5560,0.1,0,Hispanic,Male,Greater than 45
5686,0.1,0,Caucasian,Female,Greater than 45
32,0.1,0,Caucasian,Male,25 - 45
10956,0.1,0,Caucasian,Female,Greater than 45
5546,0.1,0,Caucasian,Male,Greater than 45
5692,0.1,1,Caucasian,Male,25 - 45
5695,0.1,0,Caucasian,Female,Greater than 45
10950,0.1,1,Caucasian,Male,Greater than 45
5698,0.1,0,Hispanic,Male,25 - 45
5699,0.1,0,Hispanic,Female,25 - 45
45,0.1,0,Caucasian,Male,Greater than 45
5703,0.1,0,Hispanic,Male,Greater than 45
5532,0.1,1,Hispanic,Female,25 - 45
5530,0.1,0,African-American,Male,25 - 45
57,0.1,0,African-American,Male,Greater than 45
10939,0.1,0,Caucasian,Female,Greater than 45
5716,0.1,0,African-American,Male,25 - 45
10934,0.1,0,Caucasian,Male,25 - 45
5717,0.1,1,African-American,Male,25 - 45
5520,0.1,0,Caucasian,Male,Greater than 45
68,0.1,0,Caucasian,Male,Greater than 45
5561,0.1,0,African-American,Male,25 - 45
21,0.1,0,Hispanic,Male,25 - 45
10817,0.1,1,Other,Male,Greater than 45
10966,0.1,0,Caucasian,Male,25 - 45
5635,0.1,0,Caucasian,Female,Greater than 45
10999,0.1,0,Other,Male,Greater than 45
5637,0.1,0,Other,Male,Greater than 45
5638,0.1,0,Hispanic,Male,25 - 45
6,0.1,0,Other,Male,25 - 45
5639,0.1,1,Caucasian,Male,25 - 45
7,0.1,0,Other,Male,25 - 45
5644,0.1,1,Hispanic,Male,25 - 45
10,0.1,0,Caucasian,Female,25 - 45
5647,0.1,1,African-American,Female,25 - 45
5628,0.1,0,Caucasian,Male,25 - 45
5618,0.1,0,Caucasian,Male,Greater than 45
16,0.1,0,Caucasian,Female,25 - 45
5617,0.1,0,Caucasian,Male,Greater than 45
10979,0.1,0,African-American,Male,25 - 45
19,0.1,1,Caucasian,Female,Greater than 45
10976,0.1,1,Caucasian,Female,25 - 45
5605,0.1,0,African-American,Male,25 - 45
5601,0.1,0,Caucasian,Male,Greater than 45
5585,0.1,0,African-American,Male,25 - 45
5569,0.1,0,Other,Male,Greater than 45
5519,0.1,0,African-American,Male,25 - 45
5518,0.1,0,Caucasian,Male,25 - 45
5726,0.1,1,Caucasian,Female,Greater than 45
10922,0.1,0,Caucasian,Male,Greater than 45
5774,0.1,0,Caucasian,Male,Greater than 45
148,0.1,0,Caucasian,Female,Greater than 45
150,0.1,0,Hispanic,Female,25 - 45
10871,0.1,0,Caucasian,Female,25 - 45
10865,0.1,0,Caucasian,Male,Greater than 45
154,0.1,1,Caucasian,Female,25 - 45
5785,0.1,0,African-American,Male,25 - 45
5787,0.1,0,Caucasian,Male,Greater than 45
5789,0.1,0,Hispanic,Female,Greater than 45
163,0.1,0,Caucasian,Male,25 - 45
5459,0.1,0,African-American,Male,Greater than 45
10841,0.1,1,African-American,Male,25 - 45
5451,0.1,0,Caucasian,Female,25 - 45
5813,0.1,1,African-American,Male,25 - 45
192,0.1,0,Caucasian,Female,Greater than 45
5432,0.1,1,Caucasian,Male,Greater than 45
10828,0.1,1,Hispanic,Male,Greater than 45
10827,0.1,0,Caucasian,Male,25 - 45
199,0.1,0,Caucasian,Male,25 - 45
10823,0.1,1,Hispanic,Male,25 - 45
5826,0.1,0,Caucasian,Male,Greater than 45
147,0.1,0,Caucasian,Male,Greater than 45
10879,0.1,0,Caucasian,Male,Greater than 45
10880,0.1,0,Other,Female,25 - 45
5743,0.1,0,Caucasian,Male,Greater than 45
5515,0.1,0,African-American,Male,Greater than 45
5514,0.1,0,Other,Male,Greater than 45
5512,0.1,0,Hispanic,Male,Greater than 45
5735,0.1,1,African-American,Male,25 - 45
77,0.1,0,Hispanic,Female,Greater than 45
5736,0.1,0,Caucasian,Female,Greater than 45
84,0.1,0,African-American,Male,Greater than 45
97,0.1,0,Hispanic,Male,Greater than 45
99,0.1,0,Other,Male,25 - 45
100,0.1,0,African-American,Female,Greater than 45
146,0.1,1,Caucasian,Male,25 - 45
101,0.1,1,Hispanic,Male,Greater than 45
5505,0.1,0,African-American,Male,Greater than 45
5755,0.1,0,Caucasian,Male,Greater than 45
5497,0.1,0,Hispanic,Male,25 - 45
5760,0.1,0,Caucasian,Male,25 - 45
5762,0.1,1,Caucasian,Female,25 - 45
5494,0.1,1,Hispanic,Male,Greater than 45
127,0.1,1,Other,Male,Greater than 45
5769,0.1,0,African-American,Female,25 - 45
5272,0.1,0,Caucasian,Male,25 - 45
6010,0.1,0,Caucasian,Male,Greater than 45
6023,0.1,0,Other,Male,Greater than 45
660,0.1,0,Caucasian,Male,25 - 45
6205,0.1,1,African-American,Male,Greater than 45
675,0.1,0,Caucasian,Male,Greater than 45
10349,0.1,1,African-American,Male,25 - 45
6206,0.1,0,Hispanic,Male,Greater than 45
6212,0.1,0,African-American,Male,Greater than 45
10345,0.1,0,African-American,Male,Greater than 45
10343,0.1,0,Other,Female,25 - 45
679,0.1,0,African-American,Male,25 - 45
6223,0.1,0,Other,Male,Greater than 45
10335,0.1,0,Other,Female,Greater than 45
681,0.1,0,Caucasian,Male,Less than 25
10333,0.1,0,Other,Male,25 - 45
10332,0.1,0,Hispanic,Male,25 - 45
10330,0.1,0,Caucasian,Male,Greater than 45
10329,0.1,0,Other,Male,Greater than 45
686,0.1,1,Caucasian,Male,25 - 45
6226,0.1,1,Caucasian,Female,25 - 45
5033,0.1,0,African-American,Male,25 - 45
703,0.1,0,Caucasian,Male,Greater than 45
10319,0.1,1,African-American,Male,25 - 45
10317,0.1,0,African-American,Male,Greater than 45
664,0.1,0,Caucasian,Male,25 - 45
6202,0.1,1,Hispanic,Male,25 - 45
5108,0.1,0,Caucasian,Male,Greater than 45
654,0.1,0,Caucasian,Male,25 - 45
10402,0.1,0,Caucasian,Male,Greater than 45
10401,0.1,0,Caucasian,Female,Greater than 45
613,0.1,1,Caucasian,Male,Greater than 45
5086,0.1,0,Caucasian,Male,Greater than 45
10394,0.1,0,African-American,Male,25 - 45
617,0.1,0,Other,Male,Greater than 45
623,0.1,0,Caucasian,Male,Greater than 45
5074,0.1,1,African-American,Male,25 - 45
10380,0.1,0,Other,Female,25 - 45
633,0.1,0,Caucasian,Female,Greater than 45
9753,0.1,0,Other,Male,25 - 45
10376,0.1,0,Caucasian,Female,Greater than 45
639,0.1,0,Other,Male,25 - 45
10372,0.1,1,Caucasian,Male,25 - 45
10371,0.1,0,Hispanic,Male,Greater than 45
5057,0.1,0,African-American,Female,Greater than 45
10369,0.1,0,Hispanic,Male,25 - 45
646,0.1,1,Hispanic,Male,Greater than 45
649,0.1,0,Caucasian,Male,25 - 45
6201,0.1,0,Caucasian,Female,Greater than 45
10360,0.1,0,Caucasian,Male,25 - 45
10316,0.1,0,Other,Male,Greater than 45
10315,0.1,1,African-American,Male,25 - 45
704,0.1,0,African-American,Male,25 - 45
712,0.1,0,African-American,Male,Greater than 45
4982,0.1,0,Caucasian,Male,25 - 45
6287,0.1,0,Caucasian,Male,25 - 45
10259,0.1,0,Caucasian,Male,Greater than 45
4972,0.1,0,Hispanic,Male,Greater than 45
6292,0.1,0,African-American,Male,Greater than 45
770,0.1,0,Caucasian,Male,Greater than 45
6293,0.1,0,African-American,Female,25 - 45
10253,0.1,0,Other,Male,25 - 45
4965,0.1,0,Other,Male,Greater than 45
10244,0.1,1,Other,Male,Greater than 45
786,0.1,0,Caucasian,Female,Greater than 45
10239,0.1,0,African-American,Male,25 - 45
788,0.1,0,Other,Male,25 - 45
10234,0.1,1,African-American,Male,25 - 45
10232,0.1,1,African-American,Male,25 - 45
10230,0.1,0,Caucasian,Male,Greater than 45
4951,0.1,0,Hispanic,Female,Greater than 45
10228,0.1,0,Caucasian,Male,Greater than 45
6323,0.1,1,Caucasian,Male,Greater than 45
4941,0.1,0,Hispanic,Male,25 - 45
792,0.1,0,Other,Male,25 - 45
10262,0.1,0,Other,Male,25 - 45
6267,0.1,1,Caucasian,Female,Greater than 45
4996,0.1,0,Caucasian,Male,25 - 45
728,0.1,1,Hispanic,Male,25 - 45
6228,0.1,0,Caucasian,Male,Greater than 45
6230,0.1,0,Other,Female,Greater than 45
720,0.1,0,Caucasian,Male,Greater than 45
10306,0.1,1,Caucasian,Male,Greater than 45
6236,0.1,0,Asian,Male,25 - 45
724,0.1,0,Caucasian,Male,Greater than 45
6239,0.1,0,African-American,Male,Greater than 45
10300,0.1,0,Caucasian,Male,Greater than 45
727,0.1,0,Caucasian,Male,Greater than 45
6240,0.1,0,African-American,Male,Greater than 45
756,0.1,0,Caucasian,Female,Greater than 45
729,0.1,1,Caucasian,Male,Greater than 45
731,0.1,0,Hispanic,Male,Greater than 45
6242,0.1,0,Caucasian,Female,Greater than 45
5012,0.1,0,Caucasian,Male,25 - 45
6248,0.1,0,Caucasian,Male,25 - 45
10281,0.1,0,Caucasian,Female,Greater than 45
753,0.1,0,African-American,Male,Greater than 45
10276,0.1,1,African-American,Male,25 - 45
6259,0.1,0,Caucasian,Male,Greater than 45
6173,0.1,0,African-American,Male,Greater than 45
609,0.1,0,Caucasian,Male,Greater than 45
417,0.1,0,African-American,Male,25 - 45
462,0.1,0,African-American,Male,25 - 45
10528,0.1,0,Hispanic,Male,25 - 45
5194,0.1,0,African-American,Male,Greater than 45
10522,0.1,0,Caucasian,Female,Greater than 45
474,0.1,0,Caucasian,Female,Greater than 45
475,0.1,0,Caucasian,Male,Greater than 45
481,0.1,0,Caucasian,Male,Greater than 45
6100,0.1,1,Caucasian,Male,25 - 45
10513,0.1,0,Caucasian,Female,25 - 45
493,0.1,0,African-American,Male,Greater than 45
10510,0.1,0,Caucasian,Male,25 - 45
5182,0.1,0,Caucasian,Male,Greater than 45
5181,0.1,0,Caucasian,Male,Greater than 45
10502,0.1,0,Caucasian,Male,25 - 45
5177,0.1,1,Hispanic,Male,25 - 45
505,0.1,0,African-American,Male,25 - 45
10498,0.1,0,Caucasian,Female,Greater than 45
510,0.1,0,Hispanic,Male,Greater than 45
511,0.1,0,Other,Male,25 - 45
10493,0.1,0,Other,Male,Greater than 45
6111,0.1,0,African-American,Female,Greater than 45
6112,0.1,1,African-American,Male,25 - 45
463,0.1,1,Caucasian,Male,25 - 45
459,0.1,0,African-American,Female,25 - 45
6171,0.1,0,African-American,Female,Greater than 45
452,0.1,0,Caucasian,Male,Greater than 45
423,0.1,0,Caucasian,Male,25 - 45
5262,0.1,0,Caucasian,Female,Greater than 45
5261,0.1,1,Caucasian,Male,25 - 45
6035,0.1,0,Asian,Male,Greater than 45
5255,0.1,0,African-American,Female,25 - 45
425,0.1,0,Caucasian,Male,Greater than 45
10560,0.1,1,Caucasian,Male,25 - 45
6041,0.1,0,Caucasian,Male,Greater than 45
431,0.1,1,Hispanic,Male,25 - 45
5246,0.1,0,Caucasian,Female,Greater than 45
5244,0.1,0,Caucasian,Male,25 - 45
6058,0.1,1,Other,Male,25 - 45
10552,0.1,0,Caucasian,Female,Greater than 45
10548,0.1,0,Caucasian,Male,Greater than 45
439,0.1,0,African-American,Male,25 - 45
5217,0.1,1,African-American,Male,25 - 45
5216,0.1,1,African-American,Male,25 - 45
10544,0.1,0,Caucasian,Male,Greater than 45
10543,0.1,1,Caucasian,Male,Greater than 45
6070,0.1,1,African-American,Male,25 - 45
10540,0.1,1,Caucasian,Female,25 - 45
5171,0.1,0,Caucasian,Male,25 - 45
10486,0.1,0,Caucasian,Male,Greater than 45
10484,0.1,0,Caucasian,Male,25 - 45
522,0.1,0,Caucasian,Male,25 - 45
10443,0.1,0,Hispanic,Female,Greater than 45
10440,0.1,0,Caucasian,Male,25 - 45
5137,0.1,1,African-American,Female,25 - 45
572,0.1,0,African-American,Male,25 - 45
5133,0.1,1,African-American,Male,25 - 45
10431,0.1,0,Caucasian,Male,25 - 45
5130,0.1,0,African-American,Male,25 - 45
586,0.1,0,African-American,Male,Greater than 45
6156,0.1,0,Caucasian,Male,25 - 45
10426,0.1,0,Caucasian,Male,Greater than 45
10425,0.1,1,African-American,Female,25 - 45
10424,0.1,0,African-American,Male,Greater than 45
6164,0.1,0,African-American,Female,25 - 45
587,0.1,0,African-American,Male,Greater than 45
10417,0.1,0,Caucasian,Male,Greater than 45
594,0.1,0,Caucasian,Female,Greater than 45
10415,0.1,0,African-American,Male,25 - 45
10413,0.1,0,African-American,Male,Greater than 45
10412,0.1,0,Caucasian,Male,Greater than 45
5120,0.1,0,African-American,Female,Greater than 45
10408,0.1,0,Hispanic,Male,25 - 45
567,0.1,0,Caucasian,Female,Greater than 45
10445,0.1,1,Hispanic,Male,25 - 45
563,0.1,1,Caucasian,Female,Greater than 45
6129,0.1,0,African-American,Male,25 - 45
10482,0.1,1,Hispanic,Male,25 - 45
525,0.1,0,Other,Male,25 - 45
10477,0.1,1,Hispanic,Male,25 - 45
527,0.1,0,Caucasian,Male,Greater than 45
6125,0.1,0,African-American,Male,25 - 45
10469,0.1,0,African-American,Male,25 - 45
6127,0.1,0,African-American,Male,25 - 45
10467,0.1,0,Caucasian,Male,Greater than 45
10464,0.1,0,Caucasian,Male,Greater than 45
6131,0.1,0,African-American,Male,Greater than 45
10447,0.1,0,Caucasian,Male,Greater than 45
10461,0.1,0,Other,Male,25 - 45
540,0.1,0,Caucasian,Female,Greater than 45
6133,0.1,0,Caucasian,Male,Greater than 45
5158,0.1,0,African-American,Male,Greater than 45
10452,0.1,0,African-American,Female,25 - 45
6137,0.1,0,Caucasian,Male,Greater than 45
5150,0.1,0,African-American,Male,25 - 45
5140,0.1,1,African-American,Male,25 - 45
561,0.1,0,Caucasian,Male,25 - 45
10377,0.1,0,Caucasian,Male,25 - 45
1551,0.1,0,Hispanic,Male,Greater than 45
1325,0.1,0,African-American,Female,Greater than 45
2454,0.1,0,Other,Male,25 - 45
7634,0.1,0,African-American,Male,25 - 45
8682,0.1,0,Asian,Male,25 - 45
2438,0.1,0,Asian,Male,Greater than 45
7635,0.1,0,Caucasian,Male,Greater than 45
8674,0.1,0,African-American,Male,25 - 45
7638,0.1,1,Hispanic,Male,25 - 45
3515,0.1,0,Caucasian,Male,25 - 45
3507,0.1,0,Hispanic,Male,Greater than 45
7645,0.1,1,African-American,Male,Greater than 45
2451,0.1,0,Caucasian,Male,Greater than 45
2457,0.1,0,Other,Male,25 - 45
2432,0.1,0,African-American,Male,25 - 45
7649,0.1,1,African-American,Male,Greater than 45
3502,0.1,1,Hispanic,Male,25 - 45
8655,0.1,1,Caucasian,Male,Greater than 45
8653,0.1,0,Hispanic,Male,Greater than 45
8652,0.1,0,African-American,Male,25 - 45
2475,0.1,0,Other,Male,Greater than 45
7655,0.1,0,Other,Male,Greater than 45
3488,0.1,0,Caucasian,Male,25 - 45
8644,0.1,0,African-American,Female,25 - 45
2480,0.1,0,African-American,Male,25 - 45
3517,0.1,1,Hispanic,Male,Greater than 45
7618,0.1,0,Other,Male,25 - 45
8731,0.1,1,Caucasian,Male,25 - 45
7603,0.1,0,Other,Male,Greater than 45
2398,0.1,0,Caucasian,Female,Greater than 45
8727,0.1,0,Caucasian,Male,25 - 45
2401,0.1,0,African-American,Male,25 - 45
7595,0.1,0,Hispanic,Female,Greater than 45
2406,0.1,0,African-American,Female,Greater than 45
8719,0.1,1,Caucasian,Male,Greater than 45
8717,0.1,0,African-American,Female,25 - 45
8716,0.1,0,African-American,Male,25 - 45
2408,0.1,0,Caucasian,Female,Greater than 45
7597,0.1,0,Other,Male,25 - 45
2415,0.1,0,Hispanic,Male,Greater than 45
2430,0.1,1,African-American,Male,Greater than 45
7604,0.1,0,Caucasian,Male,Greater than 45
2418,0.1,0,Caucasian,Male,Greater than 45
7605,0.1,1,African-American,Male,Greater than 45
8703,0.1,0,Caucasian,Female,Greater than 45
8701,0.1,1,African-American,Male,25 - 45
3523,0.1,0,Caucasian,Male,Greater than 45
7612,0.1,1,Caucasian,Male,Greater than 45
8695,0.1,0,Caucasian,Male,Greater than 45
7613,0.1,0,Hispanic,Male,Greater than 45
7615,0.1,0,African-American,Male,25 - 45
8641,0.1,0,Caucasian,Male,Greater than 45
2482,0.1,0,African-American,Male,25 - 45
2484,0.1,0,Caucasian,Male,Greater than 45
7720,0.1,1,African-American,Male,Greater than 45
8589,0.1,0,Caucasian,Male,25 - 45
8586,0.1,0,African-American,Male,Greater than 45
7705,0.1,0,Caucasian,Female,Greater than 45
2549,0.1,0,African-American,Male,Greater than 45
8579,0.1,0,African-American,Male,Greater than 45
7706,0.1,0,Hispanic,Male,Greater than 45
8577,0.1,0,Caucasian,Female,Greater than 45
3439,0.1,0,Caucasian,Male,25 - 45
2564,0.1,1,Other,Male,25 - 45
8569,0.1,1,Caucasian,Male,Greater than 45
3427,0.1,0,Caucasian,Female,25 - 45
8635,0.1,0,African-American,Male,Greater than 45
8560,0.1,0,Caucasian,Male,Greater than 45
2579,0.1,0,African-American,Female,25 - 45
8558,0.1,1,African-American,Male,Greater than 45
2580,0.1,0,Caucasian,Male,Greater than 45
8551,0.1,0,Caucasian,Female,Greater than 45
7725,0.1,0,African-American,Male,Greater than 45
2586,0.1,0,Caucasian,Male,25 - 45
8544,0.1,1,Caucasian,Male,25 - 45
7729,0.1,0,Hispanic,Male,25 - 45
2594,0.1,0,African-American,Male,Greater than 45
3452,0.1,0,African-American,Male,25 - 45
7694,0.1,0,African-American,Male,Greater than 45
2538,0.1,0,Caucasian,Male,Greater than 45
3457,0.1,0,African-American,Male,Greater than 45
8634,0.1,0,African-American,Male,25 - 45
2488,0.1,1,Caucasian,Female,Greater than 45
2497,0.1,0,Other,Male,Greater than 45
8629,0.1,0,Other,Male,25 - 45
7663,0.1,0,Caucasian,Female,Greater than 45
2502,0.1,0,Hispanic,Male,Greater than 45
7668,0.1,0,Hispanic,Male,Greater than 45
7669,0.1,0,African-American,Male,25 - 45
3483,0.1,0,Caucasian,Male,25 - 45
7672,0.1,0,Other,Male,Greater than 45
7673,0.1,0,African-American,Male,Greater than 45
7676,0.1,1,Caucasian,Male,25 - 45
7680,0.1,0,Caucasian,Male,Greater than 45
7681,0.1,0,Other,Male,Greater than 45
3465,0.1,0,Other,Male,Greater than 45
7685,0.1,0,Other,Female,25 - 45
7686,0.1,0,Other,Male,Greater than 45
3462,0.1,1,Caucasian,Male,25 - 45
2526,0.1,0,Caucasian,Male,Greater than 45
8600,0.1,0,Hispanic,Male,25 - 45
2534,0.1,1,Caucasian,Male,Greater than 45
8729,0.1,0,Caucasian,Male,25 - 45
3529,0.1,0,Hispanic,Male,25 - 45
8936,0.1,0,African-American,Male,25 - 45
7485,0.1,1,Hispanic,Male,25 - 45
3658,0.1,0,Other,Male,Greater than 45
7472,0.1,0,Caucasian,Male,Greater than 45
8865,0.1,0,Caucasian,Female,Greater than 45
7475,0.1,0,Caucasian,Male,Greater than 45
2261,0.1,0,African-American,Female,Greater than 45
3645,0.1,0,Caucasian,Male,25 - 45
7480,0.1,0,Caucasian,Male,25 - 45
2276,0.1,0,Other,Male,25 - 45
2278,0.1,1,Caucasian,Male,Greater than 45
3631,0.1,0,Caucasian,Female,25 - 45
2281,0.1,1,Hispanic,Male,25 - 45
3659,0.1,0,Caucasian,Male,Greater than 45
3630,0.1,0,Caucasian,Male,Greater than 45
2284,0.1,0,Caucasian,Male,25 - 45
8846,0.1,1,Other,Male,Greater than 45
3620,0.1,0,Caucasian,Female,Greater than 45
3617,0.1,0,African-American,Male,25 - 45
3605,0.1,0,African-American,Male,25 - 45
2291,0.1,0,Caucasian,Male,Greater than 45
8835,0.1,0,African-American,Male,25 - 45
2292,0.1,0,Caucasian,Male,25 - 45
7499,0.1,0,Caucasian,Male,25 - 45
2252,0.1,0,Other,Male,25 - 45
8877,0.1,0,Caucasian,Female,Greater than 45
8735,0.1,0,African-American,Male,25 - 45
8909,0.1,0,Caucasian,Male,Greater than 45
3704,0.1,0,Hispanic,Female,25 - 45
